id	antibody	specie	treatment	control_id	cell_id	experiment_type	tf_uniprot_id	algn_id	peaks_id	geo_gsm	geo_gse	encode
EXP060672	anti-V5	Homo sapiens	Genotype: exogenously expressed V5-tagged EN1 expression	EXP060660	4263	normal	Q05925	ALIGNS066660	PEAKS056461	GSE120957	GSM3422093	NULL
EXP060673	anti-V5	Homo sapiens	Genotype: exogenously expressed V5-tagged EN1 expression	EXP060661	817	normal	Q05925	ALIGNS066661	PEAKS056462	GSE120957	GSM3422094	NULL
EXP060674	anti-CTNNB1	Homo sapiens	Genotype: EN1 overexpression	EXP060662	113	normal	P35222	ALIGNS066662	PEAKS056463	GSE120957	GSM3422095	NULL
EXP060675	anti-CTNNB1	Homo sapiens	Genotype: LacZ control	EXP060667	113	normal	P35222	ALIGNS066663	PEAKS056464	GSE120957	GSM3422096	NULL
EXP060676	anti-CTNNB1	Homo sapiens	Genotype: EN1 knockout; Treatment: shEN1, no doxycycline	EXP060664	4263	normal	P35222	ALIGNS066664	PEAKS056465	GSE120957	GSM3422097	NULL
EXP060677	anti-CTNNB1	Homo sapiens	Genotype: EN1 knockout; Treatment: shEN1, doxycycline for 24 hrs	EXP060665	4263	normal	P35222	ALIGNS066665	PEAKS056466	GSE120957	GSM3422098	NULL
EXP060678	anti-TLE3	Homo sapiens	Genotype: EN1 over-expression	EXP060662	113	normal	Q04726	ALIGNS066666	PEAKS056467	GSE120957	GSM3422099	NULL
EXP060679	anti-TLE3	Homo sapiens	Genotype: LacZ control	EXP060663	113	normal	Q04726	ALIGNS066667	PEAKS056468	GSE120957	GSM3422100	NULL
EXP060680	anti-TLE3	Homo sapiens	Genotype: EN1 knockout; Treatment: shEN1, no doxycycline	EXP060664	4263	normal	Q04726	ALIGNS066668	PEAKS056469	GSE120957	GSM3422101	NULL
EXP060681	anti-TLE3	Homo sapiens	Genotype: EN1 knockout; Treatment: shEN1, doxycycline for 24 hrs	EXP060665	4263	normal	Q04726	ALIGNS066669	PEAKS056470	GSE120957	GSM3422102	NULL
EXP060682	anti-TLE3	Homo sapiens	Treatment: no doxycycline	EXP060669	817	normal	Q04726	ALIGNS066670	PEAKS056471	GSE120957	GSM3422103	NULL
EXP060683	anti-TLE3	Homo sapiens	Treatment: doxycycline	EXP060670	817	normal	Q04726	ALIGNS066671	PEAKS056472	GSE120957	GSM3422104	NULL
EXP060684	anti-FOXA1	Homo sapiens	Genotype: EN1 over-expression	EXP060662	113	normal	P55317	ALIGNS066672	PEAKS056473	GSE120957	GSM3422105	NULL
EXP060685	anti-FOXA1	Homo sapiens	Genotype: LacZ control	EXP060663	113	normal	P55317	ALIGNS066673	PEAKS056474	GSE120957	GSM3422106	NULL
EXP060686	anti-EN1	Homo sapiens	Genotype: EN1 overexpression	NULL	113	normal	Q05925	ALIGNS066674	PEAKS056475	GSE120957	GSM3687073	NULL
EXP060687	anti-EN1	Homo sapiens	Genotype: exogenously expressed V5-tagged EN1 expression	NULL	4263	normal	Q05925	ALIGNS066675	PEAKS056476	GSE120957	GSM3687074	NULL
EXP060688	anti-EN1	Homo sapiens	Genotype: exogenously expressed V5-tagged EN1 expression	NULL	817	normal	Q05925	ALIGNS066676	PEAKS056477	GSE120957	GSM3687075	NULL
EXP060689	anti-CBX8 (C15410333, Diagenode)	Homo sapiens	Treatment: untreated	NULL	514	normal	Q9HC52	ALIGNS066677	PEAKS056478	GSE121182	GSM3427438	NULL
EXP060690	anti-CBX8 (C15410333, Diagenode)	Homo sapiens	Conditions: 1hr, 44C (heat shock)	NULL	514	normal	Q9HC52	ALIGNS066678	PEAKS056479	GSE121182	GSM3427439	NULL
EXP060691	anti-GFP (ab290, Abcam)	Homo sapiens	Treatment: untreated	NULL	514	normal	Q14781	ALIGNS066679	PEAKS056480	GSE121182	GSM3427440	NULL
EXP060692	anti-GFP (ab290, Abcam)	Homo sapiens	Conditions: 1hr, 44C (heat shock)	NULL	514	normal	Q14781	ALIGNS066680	PEAKS056481	GSE121182	GSM3427441	NULL
EXP060721	anti-Med26 (Cell signalling technologies, 13641S)	Homo sapiens	Treatment: auxin; Genotype: Rad21Degron	EXP060699	417	normal	O95402	ALIGNS066709	PEAKS056502	GSE121355	GSM3911969	NULL
EXP060722	anti-Med26 (Cell signalling technologies, 13641S)	Homo sapiens	Treatment: untreated; Genotype: Rad21Degron	EXP060700	417	normal	O95402	ALIGNS066710	PEAKS056503	GSE121355	GSM3911970	NULL
EXP060723	anti-Rad21 (Abcam, ab992)	Homo sapiens	Treatment: auxin; Genotype: Rad21Degron	EXP060699	417	normal	O60216	ALIGNS066711	PEAKS056504	GSE121355	GSM3911971	NULL
EXP060724	anti-Rad21 (Abcam, ab992)	Homo sapiens	Treatment: untreated; Genotype: Rad21Degron	EXP060700	417	normal	O60216	ALIGNS066712	PEAKS056505	GSE121355	GSM3911972	NULL
EXP060728	anti-CTCF (CST #3418; lot 1)	Homo sapiens	Donor: G523	EXP060725	332	normal	P49711	ALIGNS066716	PEAKS056506	GSE121601	GSM3439931;GSM3439930	NULL
EXP060729	anti-CTCF (CST #3418; lot 1)	Homo sapiens	Donor: G567	EXP060726	332	normal	P49711	ALIGNS066717	PEAKS056507	GSE121601	GSM3439933;GSM3439934	NULL
EXP060730	anti-CTCF (CST #3418; lot 1)	Homo sapiens	Donor: G583	EXP060727	332	normal	P49711	ALIGNS066718	PEAKS056508	GSE121601	GSM3439937;GSM3439936	NULL
EXP060735	anti-TRF1 (GeneTex, cat#32935)	Homo sapiens	Treatment: iciHHV6 infected	EXP060733	1186	normal	P54274	ALIGNS066723	PEAKS056511	GSE121985	GSM3452673	NULL
EXP060736	anti-TRF1 (GeneTex, cat#32935)	Homo sapiens	Treatment: HHV6 infected	EXP060734	421	normal	P54274	ALIGNS066724	PEAKS056512	GSE121985	GSM3452674	NULL
EXP060737	anti-TRF2 (GeneTex, cat#13579)	Homo sapiens	Treatment: iciHHV6 infected	EXP060733	1186	normal	P62380	ALIGNS066725	PEAKS056513	GSE121985	GSM3452675	NULL
EXP060738	anti-TRF2 (GeneTex, cat#13579)	Homo sapiens	Treatment: HHV6 infected	EXP060734	421	normal	P62380	ALIGNS066726	PEAKS056514	GSE121985	GSM3452676	NULL
EXP060739	anti-CTCF	Homo sapiens	Treatment: pLV dCas9-KRAB	NULL	421	normal	P49711	ALIGNS066727	PEAKS056515	GSE121998	GSM3452775;GSM3452776;GSM3452774	NULL
EXP060740	anti-CTCF	Homo sapiens	Treatment: pLV dCas9-KRAB + P1 gRNA	NULL	421	normal	P49711	ALIGNS066728	PEAKS056516	GSE121998	GSM3452779;GSM3452777;GSM3452778	NULL
EXP060741	anti-CTCF	Homo sapiens	Treatment: dCas9-Dnmt3a3l + P3 gRNA	NULL	421	normal	P49711	ALIGNS066729	PEAKS056517	GSE121998	GSM3452786;GSM3452787	NULL
EXP060742	anti-CTCF	Homo sapiens	Treatment: dCas9-Dnmt3a3l + KRAB-dCas9 + P1 + P3 gRNA	NULL	421	normal	P49711	ALIGNS066730	PEAKS056518	GSE121998	GSM3452788;GSM3452789	NULL
EXP060743	anti-CTCF	Homo sapiens	Treatment: control	NULL	421	normal	P49711	ALIGNS066731	PEAKS056519	GSE121998	GSM3452791;GSM3452790	NULL
EXP060745	anti-HNRNPK (Bethyl Laboratories A300-674A)	Homo sapiens	Genotype: wildtype; Tissue: Neonatal foreskin	EXP060744	3363	normal	P61978	ALIGNS066733	PEAKS056520	GSE122327	GSM3464089;GSM3464088;GSM3464087	NULL
EXP060767	SMARCA2 (Bethyl A301-015A)	Homo sapiens	Genotype: wildtype	EXP060746	887	normal	P51531	ALIGNS066755	PEAKS056521	GSE122631	GSM3476785	NULL
EXP060768	SMARCA2 (Bethyl A301-015A)	Homo sapiens	Genotype: K755R/+	EXP060747	887	normal	P51531	ALIGNS066756	PEAKS056522	GSE122631	GSM3476788	NULL
EXP060769	SMARCA2 (Bethyl A301-015A)	Homo sapiens	Genotype: R1159Q/+	EXP060748	887	normal	P51531	ALIGNS066757	PEAKS056523	GSE122631	GSM3476791	NULL
EXP060770	FOSL2 (Cell signaling Technology 19967)	Homo sapiens	Genotype: wildtype	EXP060749	887	normal	P15408	ALIGNS066758	PEAKS056524	GSE122631	GSM3486202	NULL
EXP060771	FOSL2 (Cell signaling Technology 19967)	Homo sapiens	Genotype: K755R/+	EXP060750	887	normal	P15408	ALIGNS066759	PEAKS056525	GSE122631	GSM3486203	NULL
EXP060772	FOSL2 (Cell signaling Technology 19967)	Homo sapiens	Genotype: R1159Q/+	EXP060751	887	normal	P15408	ALIGNS066760	PEAKS056526	GSE122631	GSM3486204	NULL
EXP060773	anti-SMARCA4(Abcam ab110641)	Homo sapiens	Genotype: wildtype	EXP060752	887	normal	P51532	ALIGNS066761	PEAKS056527	GSE122631	GSM3494631	NULL
EXP060774	anti-SMARCA4(Abcam ab110641)	Homo sapiens	Genotype: K755R/+	EXP060753	887	normal	P51532	ALIGNS066762	PEAKS056528	GSE122631	GSM3494632	NULL
EXP060775	anti-SMARCA4(Abcam ab110641)	Homo sapiens	Genotype: R1159Q/+	EXP060754	887	normal	P51532	ALIGNS066763	PEAKS056529	GSE122631	GSM3494633	NULL
EXP060776	anti-SMARCA4(Abcam ab110641)	Homo sapiens	Genotype: wildtype	EXP060755	887	normal	P51532	ALIGNS066764	PEAKS056530	GSE122631	GSM3494637	NULL
EXP060777	anti-SMARCA4(Abcam ab110641)	Homo sapiens	Genotype: K755R/+	EXP060756	887	normal	P51532	ALIGNS066765	PEAKS056531	GSE122631	GSM3494638	NULL
EXP060778	anti-SMARCA4(Abcam ab110641)	Homo sapiens	Genotype: R1159Q/+	EXP060757	887	normal	P51532	ALIGNS066766	PEAKS056532	GSE122631	GSM3494639	NULL
EXP060779	anti-SMARCA2 (Abcam ab15597)	Homo sapiens	Genotype: wildtype	EXP060755	887	normal	P51531	ALIGNS066767	PEAKS056533	GSE122631	GSM3494643	NULL
EXP060780	anti-SMARCA2 (Abcam ab15597)	Homo sapiens	Genotype: K755R/+	EXP060756	887	normal	P51531	ALIGNS066768	PEAKS056534	GSE122631	GSM3494644	NULL
EXP060781	anti-SMARCA2 (Abcam ab15597)	Homo sapiens	Genotype: R1159Q/+	EXP060757	887	normal	P51531	ALIGNS066769	PEAKS056535	GSE122631	GSM3494645	NULL
EXP060782	anti-SOX2 (Cell signaling Technology 5024S)	Homo sapiens	Genotype: wildtype	EXP060758	887	normal	P48431	ALIGNS066770	PEAKS056536	GSE122631	GSM3732026	NULL
EXP060783	anti-SOX2 (Cell signaling Technology 5024S)	Homo sapiens	Genotype: K755R/+	EXP060759	887	normal	P48431	ALIGNS066771	PEAKS056537	GSE122631	GSM3732027	NULL
EXP060784	anti-SOX2 (Cell signaling Technology 5024S)	Homo sapiens	Genotype: R1159Q/+	EXP060760	887	normal	P48431	ALIGNS066772	PEAKS056538	GSE122631	GSM3732028	NULL
EXP060785	anti-SOX3 (Novus biology AF2569)	Homo sapiens	Genotype: wildtype	EXP060758	887	normal	P41225	ALIGNS066773	PEAKS056539	GSE122631	GSM3732029	NULL
EXP060786	anti-SOX3 (Novus biology AF2569)	Homo sapiens	Genotype: K755R/+	EXP060759	887	normal	P41225	ALIGNS066774	PEAKS056540	GSE122631	GSM3732030	NULL
EXP060787	anti-SOX3 (Novus biology AF2569)	Homo sapiens	Genotype: R1159Q/+	EXP060760	887	normal	P41225	ALIGNS066775	PEAKS056541	GSE122631	GSM3732031	NULL
EXP060788	anti-SMARCA2 (Active Motif 91111)	Homo sapiens	Genotype: Lenriviral expressed WT SMARCA2-AM	EXP060761	887	normal	P51531	ALIGNS066776	PEAKS056542	GSE122631	GSM3732034	NULL
EXP060789	anti-SMARCA2 (Active Motif 91111)	Homo sapiens	Genotype: Lenriviral expressed R1159Q SMARCA2-AM	EXP060762	887	normal	P51531	ALIGNS066777	PEAKS056543	GSE122631	GSM3732035	NULL
EXP060790	anti-SMARCA4 (Abcam ab110641)	Homo sapiens	Genotype: wildtype; Treatment: non-targeting siRNA for 72 hours	EXP060763	887	normal	P51532	ALIGNS066778	PEAKS056544	GSE122631	GSM3732038	NULL
EXP060791	anti-SMARCA4 (Abcam ab110641)	Homo sapiens	Genotype: SOX2 and SOX3 knockout; Treatment: SOX2 and SOX3 siRNA for 72 hours	EXP060764	887	normal	P51532	ALIGNS066779	PEAKS056545	GSE122631	GSM3732039	NULL
EXP060792	anti-SMARCA2 (Active Motif 91111)	Homo sapiens	Genotype: K755R/+; Treatment: non-targeting siRNA for 72 hours	EXP060765	887	normal	P51531	ALIGNS066780	PEAKS056546	GSE122631	GSM3732042	NULL
EXP060793	anti-SMARCA2 (Active Motif 91111)	Homo sapiens	Genotype: K755R/+ and FOSL1, FOSL2 and JUNB knockout; Treatment: FOSL1, FOSL2 and JUNB siRNA for 72 hours	EXP060766	887	normal	P51531	ALIGNS066781	PEAKS056547	GSE122631	GSM3732043	NULL
EXP060794	anti-SMARCA4 (Abcam ab110641)	Homo sapiens	Genotype: K755R/+; Treatment: non-targeting siRNA for 72 hours	EXP060765	887	normal	P51532	ALIGNS066782	PEAKS056548	GSE122631	GSM3732044	NULL
EXP060795	anti-SMARCA4 (Abcam ab110641)	Homo sapiens	Genotype: K755R/+ and FOSL1, FOSL2 and JUNB knockout; Treatment: FOSL1, FOSL2 and JUNB siRNA for 72 hours	EXP060766	887	normal	P51532	ALIGNS066783	PEAKS056549	GSE122631	GSM3732045	NULL
EXP060798	anti-Rta	Homo sapiens	Treatment: reactivated viral infection	EXP060796	4264	normal	O43251	ALIGNS066786	PEAKS056550	GSE122752	GSM3484594	NULL
EXP060799	anti-RBP-Jk	Homo sapiens	Treatment: reactivated viral infection	EXP060796	4264	normal	Q06330	ALIGNS066787	PEAKS056551	GSE122752	GSM3484595	NULL
EXP060800	anti-RBP-Jk	Homo sapiens	Treatment: latent viral infection	EXP060797	4264	normal	Q06330	ALIGNS066788	PEAKS056552	GSE122752	GSM3484597	NULL
EXP060801	anti-GATA3 (sc-268, Santa Cruz)	Homo sapiens	Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066789	PEAKS056553	GSE122847	GSM3486936	NULL
EXP060802	anti-GATA3 (sc-268, Santa Cruz)	Homo sapiens	Genotype: wildtype	NULL	113	normal	P23771	ALIGNS066790	PEAKS056554	GSE122847	GSM3486937	NULL
EXP060803	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: control plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066791	PEAKS056555	GSE122847	GSM3486912;GSM3486913	NULL
EXP060804	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: wildtype plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066792	PEAKS056556	GSE122847	GSM3486914;GSM3486915	NULL
EXP060805	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: TR1 plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066793	PEAKS056557	GSE122847	GSM3486916;GSM3486917	NULL
EXP060806	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: TR2 plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066794	PEAKS056558	GSE122847	GSM3486918;GSM3486919	NULL
EXP060807	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siNT + control plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066795	PEAKS056559	GSE122847	GSM3486920;GSM3486921	NULL
EXP060808	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siFOXA + control plasmid; Genotype: FOXA1 knockout	NULL	111	normal	P23771	ALIGNS066796	PEAKS056560	GSE122847	GSM3486923;GSM3486922	NULL
EXP060809	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siNT + wt plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066797	PEAKS056561	GSE122847	GSM3486924;GSM3486925	NULL
EXP060810	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siFOXA + wt plasmid; Genotype: FOXA1 knockout	NULL	111	normal	P23771	ALIGNS066798	PEAKS056562	GSE122847	GSM3486927;GSM3486926	NULL
EXP060811	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siNT + TR1 plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066799	PEAKS056563	GSE122847	GSM3486929;GSM3486928	NULL
EXP060812	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siFOXA + TR1 plasmid; Genotype: FOXA1 knockout	NULL	111	normal	P23771	ALIGNS066800	PEAKS056564	GSE122847	GSM3486930;GSM3486931	NULL
EXP060813	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siNT + TR2 plasmid; Genotype: wildtype	NULL	111	normal	P23771	ALIGNS066801	PEAKS056565	GSE122847	GSM3486932;GSM3486933	NULL
EXP060814	anti-HA (05-904, Millipore)	Homo sapiens	Treatment: siFOXA + TR2 plasmid; Genotype: FOXA1 knockout	NULL	111	normal	P23771	ALIGNS066802	PEAKS056566	GSE122847	GSM3486934;GSM3486935	NULL
EXP060815	anti-ZBTB7A (R&D Systems, catalog# MAB3496, lot# CDOR0109121, Human, Mouse)	Homo sapiens	Treatment: 10% FBS; Conditions: none	NULL	71	normal	O95365	ALIGNS066803	PEAKS056567	GSE123089	GSM3495092	NULL
EXP060816	anti-ZBTB7A (R&D Systems, catalog# MAB3496, lot# CDOR0109121, Human, Mouse)	Homo sapiens	Treatment: 5% CSS containing phenol red free RPMI 1640; Conditions: none	NULL	71	normal	O95365	ALIGNS066804	PEAKS056568	GSE123089	GSM3495088;GSM3495089	NULL
EXP060817	anti-ZBTB7A (R&D Systems, catalog# MAB3496, lot# CDOR0109121, Human, Mouse)	Homo sapiens	Treatment: 10 nM DHT for 4 hours; Conditions: none	NULL	71	normal	O95365	ALIGNS066805	PEAKS056569	GSE123089	GSM3495090;GSM3495091	NULL
EXP060820	Anti-GFP antibody (Abcam, Ab290)	Homo sapiens	Genotype: expressing Satb1 full length protein	NULL	583	normal	Q01826	ALIGNS066808	PEAKS056570	GSE123292	GSM3499388	NULL
EXP060821	Anti-GFP antibody (Abcam, Ab290)	Homo sapiens	Genotype: expressing Satb1 without homeodomain (HD)	NULL	583	normal	Q01826	ALIGNS066809	PEAKS056571	GSE123292	GSM3499389	NULL
EXP060822	Anti-GFP antibody (Abcam, Ab290)	Homo sapiens	Genotype: expressing Satb1 N terminal domain and CUT1 domain	NULL	583	normal	Q01826	ALIGNS066810	PEAKS056572	GSE123292	GSM3499390	NULL
EXP060823	Anti-GFP antibody (Abcam, Ab290)	Homo sapiens	Genotype: expressing N-terminal domain of Satb1	NULL	583	normal	Q01826	ALIGNS066811	PEAKS056573	GSE123292	GSM3499391	NULL
EXP060824	GFP antibody	Homo sapiens	Treatment: camptothecin for 2 hrs	NULL	583	normal	Q01826	ALIGNS066812	PEAKS056574	GSE123292	GSM3735759	NULL
EXP060825	GFP antibody	Homo sapiens	Treatment: ICRF-193 for 2 hrs	NULL	583	normal	Q01826	ALIGNS066813	PEAKS056575	GSE123292	GSM3735760	NULL
EXP060827	anti-CTCF antibody (Millipore #07-729)	Homo sapiens	Time point: day0 (proliferation)	NULL	2562	normal	P49711	ALIGNS066815	PEAKS056577	GSE123711	GSM3509945	NULL
EXP060828	anti-CTCF antibody (Millipore #07-729)	Homo sapiens	Time point: day0 (proliferation)	NULL	4268	normal	P49711	ALIGNS066816	PEAKS056578	GSE123711	GSM3509948	NULL
EXP060829	anti-CTCF antibody (Millipore #07-729)	Homo sapiens	Time point: day0 (proliferation)	NULL	4269	normal	P49711	ALIGNS066817	PEAKS056579	GSE123711	GSM3509951	NULL
EXP060836	anti-UBE3A (A300-351A, Bethyl)	Homo sapiens	Developmental stage: 5 weeks	EXP060830	395	normal	Q05086	ALIGNS066824	PEAKS056580	GSE124616	GSM3537879	NULL
EXP060837	anti-UBE3A (A300-351A, Bethyl)	Homo sapiens	Developmental stage: 5 weeks	EXP060831	395	normal	Q05086	ALIGNS066825	PEAKS056581	GSE124616	GSM3537880	NULL
EXP060838	anti-UBE3A (A300-352A, Bethyl)	Homo sapiens	Developmental stage: 5 weeks	EXP060830	395	normal	Q05086	ALIGNS066826	PEAKS056582	GSE124616	GSM3537881	NULL
EXP060839	anti-UBE3A (A300-352A, Bethyl)	Homo sapiens	Developmental stage: 5 weeks	EXP060831	395	normal	Q05086	ALIGNS066827	PEAKS056583	GSE124616	GSM3537882	NULL
EXP060840	anti-UBE3A (A300-351A, Bethyl)	Homo sapiens	Developmental stage: 10 weeks	EXP060832	4272	normal	Q05086	ALIGNS066828	PEAKS056584	GSE124616	GSM3537885	NULL
EXP060841	anti-UBE3A (A300-351A, Bethyl)	Homo sapiens	Developmental stage: 10 weeks	EXP060833	4272	normal	Q05086	ALIGNS066829	PEAKS056585	GSE124616	GSM3537886	NULL
EXP060842	anti-UBE3A (A300-352A, Bethyl)	Homo sapiens	Developmental stage: 10 weeks	EXP060832	4272	normal	Q05086	ALIGNS066830	PEAKS056586	GSE124616	GSM3537887	NULL
EXP060843	anti-UBE3A (A300-352A, Bethyl)	Homo sapiens	Developmental stage: 10 weeks	EXP060833	4272	normal	Q05086	ALIGNS066831	PEAKS056587	GSE124616	GSM3537888	NULL
EXP060844	anti-UBE3A (A300-351A, Bethyl)	Homo sapiens	Genotype: UBE3A knockout	EXP060834	396	bio_control	Q05086	ALIGNS066832	PEAKS056588	GSE124616	GSM3537891	NULL
EXP060845	anti-UBE3A (A300-351A, Bethyl)	Homo sapiens	Genotype: UBE3A knockout	EXP060835	396	bio_control	Q05086	ALIGNS066833	PEAKS056589	GSE124616	GSM3537892	NULL
EXP060846	anti-UBE3A (A300-352A, Bethyl)	Homo sapiens	Genotype: UBE3A knockout	EXP060834	396	bio_control	Q05086	ALIGNS066834	PEAKS056590	GSE124616	GSM3537893	NULL
EXP060847	anti-UBE3A (A300-352A, Bethyl)	Homo sapiens	Genotype: UBE3A knockout	EXP060835	396	bio_control	Q05086	ALIGNS066835	PEAKS056591	GSE124616	GSM3537894	NULL
EXP060848	Anti-IRF2BP2 antibody (A303190A, Bethyl laboratories)	Homo sapiens	Treatment: ethanol for 1hr, steroid-depleted medium, 48 hrs; Genotype: expressing GR	NULL	421	normal	Q7Z5L9	ALIGNS066836	PEAKS056592	GSE124636	GSM3538191;GSM3538190	NULL
EXP060849	Anti-IRF2BP2 antibody (A303190A, Bethyl laboratories)	Homo sapiens	Treatment: dexamethasone, 100 nM for 1hr, steroid-depleted medium, 48 hrs; Genotype: expressing GR	NULL	421	normal	Q7Z5L9	ALIGNS066837	PEAKS056593	GSE124636	GSM3538193;GSM3538192	NULL
EXP060851	anti-PRMT3 (Abcam, Cambridge, UK)	Homo sapiens		EXP060850	892	normal	O60678	ALIGNS066839	PEAKS056594	GSE124674	GSM3539238;GSM3539239	NULL
EXP060856	anti-BRG1 (Abcam, EPNCIR111A)	Homo sapiens	Treatment: Dox, 500nM dBRD9, 6 days, pINDUCER eGFP empty	EXP060852	4273	normal	P51532	ALIGNS066844	PEAKS056595	GSE124720	GSM3544057	NULL
EXP060857	anti-GLTSCR1 (Santa Cruz SC-240516)	Homo sapiens	Treatment: Dox, 500nM dBRD9, 6 days, pINDUCER eGFP empty	EXP060852	4273	normal	Q9NZM4	ALIGNS066845	PEAKS056596	GSE124720	GSM3544058	NULL
EXP060858	anti-BRD9 (Abcam ab137245)	Homo sapiens	Treatment: Dox, DMSO, 6 days, pINDUCER eGFP empty	EXP060853	4273	normal	Q9H8M2	ALIGNS066846	PEAKS056597	GSE124720	GSM3544061	NULL
EXP060859	anti-BRG1 (Abcam, EPNCIR111A)	Homo sapiens	Treatment: Dox, DMSO, 6 days, pINDUCER eGFP empty	EXP060853	4273	normal	P51532	ALIGNS066847	PEAKS056598	GSE124720	GSM3544062	NULL
EXP060860	anti-GLTSCR1 (Santa Cruz SC-240516)	Homo sapiens	Treatment: Dox, DMSO, 6 days, pINDUCER eGFP empty	EXP060853	4273	normal	Q9NZM4	ALIGNS066848	PEAKS056599	GSE124720	GSM3544063	NULL
EXP060861	anti-BRG1 (Abcam, EPNCIR111A)	Homo sapiens	Treatment: Dox, DMSO, 6 days, pINDUCER-FLAG-SF3B1_K700E	EXP060854	4273	normal	P51532	ALIGNS066849	PEAKS056600	GSE124720	GSM3544066	NULL
EXP060862	anti-GLTSCR1 (Santa Cruz SC-240516)	Homo sapiens	Treatment: Dox, DMSO, 6 days, pINDUCER-FLAG-SF3B1_K700E	EXP060854	4273	normal	Q9NZM4	ALIGNS066850	PEAKS056601	GSE124720	GSM3544067	NULL
EXP060863	anti-BRD9 (Abcam ab137245)	Homo sapiens	Treatment: Dox, 500nM dBRD9, 6 days, pINDUCER-FLAG-SF3B1_WT	EXP060855	4273	normal	Q9H8M2	ALIGNS066851	PEAKS056602	GSE124720	GSM3544070	NULL
EXP060864	anti-BRG1 (Abcam, EPNCIR111A)	Homo sapiens	Treatment: Dox, 500nM dBRD9, 6 days, pINDUCER-FLAG-SF3B1_WT	EXP060855	4273	normal	P51532	ALIGNS066852	PEAKS056603	GSE124720	GSM3544071	NULL
EXP060865	anti-GLTSCR1 (Santa Cruz SC-240516)	Homo sapiens	Treatment: Dox, 500nM dBRD9, 6 days, pINDUCER-FLAG-SF3B1_WT	EXP060855	4273	normal	Q9NZM4	ALIGNS066853	PEAKS056604	GSE124720	GSM3544072	NULL
EXP060868	anti-LSD1 (abcam, rabbit, ab17721)	Homo sapiens		EXP060866	2297	normal	O60341	ALIGNS066856	PEAKS056605	GSE124856	GSM3557211	NULL
EXP060869	anti-LSD1 (abcam, rabbit, ab17721)	Homo sapiens		EXP060867	2297	normal	O60341	ALIGNS066857	PEAKS056606	GSE124856	GSM3557212	NULL
EXP060870	anti-RCOR2 (Proteintech, rabbit, 23969-1-AP)	Homo sapiens		EXP060866	2297	normal	Q8IZ40	ALIGNS066858	PEAKS056607	GSE124856	GSM3557213	NULL
EXP060871	anti-RCOR2 (Proteintech, rabbit, 23969-1-AP)	Homo sapiens		EXP060867	2297	normal	Q8IZ40	ALIGNS066859	PEAKS056608	GSE124856	GSM3557214	NULL
EXP060872	anti-ATOH1	Homo sapiens		EXP060866	2297	normal	Q92858	ALIGNS066860	PEAKS056609	GSE124856	GSM3613345	NULL
EXP060873	anti-ATOH1	Homo sapiens		EXP060867	2297	normal	Q92858	ALIGNS066861	PEAKS056610	GSE124856	GSM3613346	NULL
EXP060874	anti-MED1	Homo sapiens	Treatment: AR stimulation in presence of enzalutamide for 6 hrs; Time point: 6 hours	NULL	71	normal	Q15648	ALIGNS066862	PEAKS056611	GSE125245	GSM3567209	NULL
EXP060875	anti-AR	Homo sapiens	Treatment: Vehicle control; Time point: none	NULL	70	normal	P10275	ALIGNS066863	PEAKS056612	GSE125245	GSM3567212	NULL
EXP060876	anti-AR	Homo sapiens	Treatment: AR stimulation for 6hrs; Time point: 6 hours	NULL	70	normal	P10275	ALIGNS066864	PEAKS056613	GSE125245	GSM3567213	NULL
EXP060878	anti-MED1	Homo sapiens	Treatment: Vehicle control; Time point: none	NULL	70	normal	Q15648	ALIGNS066866	PEAKS056615	GSE125245	GSM3567215	NULL
EXP060879	anti-MED1	Homo sapiens	Treatment: AR stimulation for 6hrs; Time point: 6 hours	NULL	70	normal	Q15648	ALIGNS066867	PEAKS056616	GSE125245	GSM3567216	NULL
EXP060880	anti-MED1	Homo sapiens	Treatment: AR stimulation in presence of THZ1 for 6 hrs; Time point: 6 hours	NULL	70	normal	Q15648	ALIGNS066868	PEAKS056617	GSE125245	GSM3567217	NULL
EXP060881	anti-MED1	Homo sapiens	Treatment: AR stimulation in presence of THZ1 for 6 hrs; Time point: 6 hours	NULL	71	normal	Q15648	ALIGNS066869	PEAKS056618	GSE125245	GSM3910471	NULL
